S062250:1,6,39.0,100.333333333,101.508073023,6.5,0,0.0,3560.16666667,0.0,1.0,2.0,1.66666666667,0.250939,0.096973,1.107124,0.686438,0.943648,0.5263
S027644:2,8,540.5,408.25,61.1325404347,6.5,0,0.0,0.0,3.5,2.25,14.0,20.875,0.861933,0.532772,0.69524,0.37212,0.497144,0.3016
S026864:2,5,16.5,16.2,8.88594395661,6.5,0,0.0,1431.8,0.5,0.2,0.5,0.2,0.086322,0.169964,0.073836,0.046116,0.071862,0.045352
S091198:1,7,40.0,17.4285714286,6.86309265684,10.1,1.0255800994e-15,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.178963,0.180762,0.068697,0.069202,0.068697,0.069202
S092211:2,8,289.5,274.75,49.4564202101,8.08272121241,0.0191698016618,7636.5,893.625,3.0,3.125,11.5,16.625,0.333558,0.156097,0.911106,0.825058,0.549586,0.546158
S030252:1,8,209.0,152.375,38.6132668263,6.5,0,0.0,1203.125,0.0,0.75,2.0,8.125,0.328671,0.10769,0.35533,0.208589,0.353268,0.15691
S082656:0,7,0,56.0,87.2746076637,5.61237113402,0.0360719530211,0,2629.0,0,1.0,0,1.28571428571,0,0,1.181959,0.82044,1.144688,0.809488
S064326:2,7,341.5,109.857142857,125.262499885,10.827258564,2.37187915859,1327.0,4948.57142857,2.0,1.28571428571,3.5,5.28571428571,0.680013,0.31772,0.690078,0.26319,0.624704,0.25413
S062003:2,8,97.5,15.5,14.8660687473,4.08,0.06,6167.5,0.0,1.0,0.125,0.5,1.0,0.498417,0.11289,0.221731,0.215313,0.215408,0.215313
S063252:0,1,0,4.0,0.0,6.7,0.0,0,0.0,0,0.0,0,0.0,0,0,0.014273,0.00706,0.011952,0.006238
S020307:2,8,143.5,140.75,69.8798075269,6.5,0,0.0,0.0,0.5,1.0,6.5,9.375,0.113309,0.147866,0.463491,0.264836,0.405744,0.23885
S064476:0,5,0,26.2,40.9018336997,6.5,0,0,1401.6,0,0.4,0,0.2,0,0,0.414834,0.082012,0.414834,0.082012
S019542:0,8,0,229.75,41.8561524749,6.92269467627,0.0905521935405,0,0.0,0,0.875,0,11.125,0,0,0.414028,0.376435,0.335688,0.376435
S015525:2,7,134.5,199.857142857,26.0133403766,6.5,0,0.0,0.0,0.5,2.57142857143,9.0,13.0,0.2135,0.191852,0.297682,0.224039,0.297682,0.206613
S070823:0,4,0,185.25,25.2227575812,8.91104052065,0.0113054930166,0,0.0,0,1.5,0,12.25,0,0,0.301591,0.244873,0.287608,0.229718
S048330:2,8,95.0,181.375,55.1564536115,8.1,1.12346670994e-15,0.0,0.0,0.5,3.0,2.5,8.125,0.144904,0.177908,0.459211,0.302002,0.42308,0.29964
S041762:2,8,125.0,195.875,60.9229790391,6.5,0,3195.5,2098.5,0.5,0.75,4.0,8.875,0.139724,0.140404,0.64284,0.544358,0.298408,0.302052
S018804:1,7,298.0,255.0,26.0603694744,6.5,0,0.0,3169.85714286,1.0,1.0,7.0,16.2857142857,0.137741,0.261288,0.354249,0.278548,0.255848,0.22035
S031378:2,8,140.0,230.625,71.1845093753,8.26999260768,0.0637343242398,0.0,0.0,0.0,0.375,6.5,14.0,0.208345,0.2146,0.509492,0.445754,0.357728,0.435236
S060493:2,3,64.0,13.3333333333,9.17726659862,3.69372738443,0.0114981086686,1525.5,0.0,0.5,0.333333333333,1.0,1.0,0.060256,0.122379,0.023541,0.056584,0.017528,0.056584
S015141:2,7,276.0,181.0,74.2543889997,6.5,0,1300.5,2359.57142857,0.5,1.57142857143,10.5,16.1428571429,0.348622,0.106386,0.460856,0.189436,0.380528,0.179974
S059648:1,8,14.0,190.875,82.7412193227,0.0,0.0,0.0,0.0,1.0,1.125,1.0,16.0,0.073808,0.017382,0.315678,0.288269,0.29548,0.282991
S062610:1,5,66.0,47.2,64.4434635941,2.3,5.0354983251e-16,0.0,0.0,1.0,0.0,1.0,0.2,0.148692,0.190756,0.524858,0.24492,0.524858,0.24492
S066659:0,1,0,51.0,0.0,7.3,0.0,0,0.0,0,1.0,0,4.0,0,0,0.172547,0.102526,0.113835,0.10079
S063813:2,8,166.5,237.625,50.9458965472,6.5,0,0.0,7030.25,0.0,1.75,4.0,9.875,0.325378,0.12747,1.315669,0.512213,0.384213,0.216248
S074547:0,7,0,21.8571428571,10.1055652479,7.65090799031,0.0463444044231,0,0.0,0,0.0,0,0.142857142857,0,0,0.087329,0.218633,0.086145,0.218633
S048735:2,8,115.0,255.125,40.5568659415,7.56296136762,0.0532252709231,0.0,0.0,0.5,1.5,1.0,9.875,0.237236,0.102196,0.429987,0.279122,0.392736,0.246564
S015405:2,8,223.0,216.25,79.7617546196,6.5,0,2837.0,3792.75,1.5,2.125,3.5,16.5,0.360085,0.200995,0.608084,0.22154,0.499314,0.217394
S064495:1,8,1.0,173.875,183.323782895,6.5,0,0.0,0.0,1.0,0.5,0.0,2.375,0.008185,0.011224,3.97736,3.28751,3.966992,3.264142
S072170:1,6,9.0,18.1666666667,11.5530178837,3.05714285714,0.0494871659305,6443.0,4514.0,1.0,1.0,0.0,0.5,0.073704,0.042002,0.387221,0.167524,0.374186,0.167524
S034824:2,8,58.0,171.875,33.5351960632,6.5,0,0.0,0.0,0.0,1.875,3.0,11.375,0.109934,0.148168,0.426338,0.18061,0.426338,0.154963
S076862:0,7,0,16.8571428571,20.9450203521,4.14132395694,0.065803721037,0,0.0,0,0.428571428571,0,0.857142857143,0,0,0.08724,0.183116,0.079448,0.183116
S061178:2,8,36.5,15.375,8.55770851338,6.5,0,1546.0,3753.75,1.0,0.625,1.0,1.375,0.094964,0.116135,0.100444,0.030069,0.095288,0.021318
S061228:2,4,16.0,19.0,27.7218325513,6.5,0,2496.5,0.0,0.5,0.25,1.0,1.25,0.128818,0.147085,0.171451,0.156305,0.07628,0.11487
S045607:2,8,257.0,232.25,61.1958944701,7.30239553165,0.00718659495242,10487.0,146.125,1.0,0.25,1.5,5.75,0.149477,0.217404,0.4784,0.298046,0.411464,0.286556
S058412:1,8,3.0,56.625,25.8695646465,5.48181818182,0.038569460792,0.0,11149.625,0.0,1.0,0.0,1.125,0.013032,0.01079,0.337249,0.202468,0.337249,0.196867
S017266:1,8,24.0,137.0,45.8639291819,6.5,0,0.0,0.0,1.0,0.5,1.0,9.25,0.10554,0.07806,0.367759,0.365323,0.331278,0.325275
S016169:0,1,0,232.0,0.0,6.5,0,0,0.0,0,1.0,0,14.0,0,0,0.208335,0.250344,0.135759,0.186828
S061316:1,7,248.0,11639.7142857,28243.7746552,2.7,5.43895982204e-16,0.0,7139.42857143,0.0,1.42857142857,11.0,9.14285714286,0.272144,0.155247,0.442971,0.305137,0.410795,0.25616
S031519:2,8,180.0,206.5,48.1534007106,8.45256634522,0.104168182856,7738.5,7945.375,4.0,3.75,1.5,14.375,0.163377,0.246401,0.397503,0.333504,0.357223,0.300273
S056452:2,8,309.5,177.75,82.3813540797,6.01083398361,3.00289772482,0.0,0.0,1.5,1.625,9.5,11.25,0.751943,0.392244,0.54124,0.68548,0.336248,0.253957
S064587:2,8,182.5,136.75,50.5117560574,27.7081521739,0.0,11033.5,2852.625,3.0,2.625,4.5,10.0,0.315411,0.265818,0.395478,0.179432,0.315384,0.16138
S060583:2,8,192.0,205.875,23.7667703948,8.7,1.25607396695e-15,0.0,0.0,2.0,5.125,5.0,15.625,0.245008,0.231332,0.421734,0.426459,0.408888,0.399205
S087971:2,8,245.0,215.5,52.0360451995,8.0,0.0,0.0,1297.875,0.5,1.125,6.0,14.75,0.309477,0.194452,0.36422,0.326658,0.338168,0.281515
S070756:2,8,155.0,301.875,55.4784586574,8.25876658925,0.0448386124322,0.0,3565.75,1.0,1.625,5.5,13.875,0.296004,0.200817,0.557872,0.340392,0.533604,0.254274
S023899:2,8,203.0,175.0,62.8012738724,6.5,0,0.0,0.0,3.0,1.375,1.5,11.5,0.177668,0.257879,0.315501,0.252194,0.297944,0.212763
S033569:2,8,157.5,189.625,88.5338035724,8.72034671759,0.0641319862171,0.0,6446.125,0.5,2.25,4.5,7.75,0.271552,0.220617,0.36064,0.29302,0.279181,0.181286
S057207:1,6,1.0,10.1666666667,8.43438728592,3.72056384743,0.0357995013634,0.0,1718.83333333,0.0,1.0,0.0,0.0,0.004858,0.007674,0.043508,0.055544,0.04188,0.053206
S035077:1,5,61.0,15.2,15.6767343538,10.2564472056,8.90422351342,0.0,0.0,1.0,0.4,1.0,1.0,0.086656,0.082129,0.081298,0.046455,0.081298,0.046455
S091058:2,8,139.5,147.625,110.904167528,5.43611774156,0.0398209969663,12033.0,8540.625,1.5,1.625,3.0,4.875,0.297897,0.236523,0.469369,0.326792,0.387448,0.30446
S019509:2,8,249.0,225.125,41.4078419505,5.66985782006,0.0507970699441,7785.0,5420.375,1.0,2.75,6.0,14.125,0.43112,0.186211,0.402127,0.195089,0.371311,0.154226
S018739:2,8,108.5,217.25,41.1392452532,6.5,0,0.0,1419.375,2.0,3.375,4.0,13.5,0.088705,0.112586,0.584944,0.345016,0.573654,0.332916
S060514:2,8,122.0,169.625,74.2881846258,0.0,0.0,0.0,5460.75,1.5,1.75,9.5,8.75,0.179079,0.1245,0.322624,0.23079,0.313208,0.212251
S060512:2,8,281.5,247.0,77.3369252039,0.000203106332139,0.000609318996416,15274.0,10592.875,2.0,2.125,10.0,12.125,0.227355,0.159291,0.471928,0.266418,0.41656,0.261114
S043533:0,1,0,23.0,0.0,3.1,0.0,0,0.0,0,0.0,0,3.0,0,0,0.136353,0.105208,0.086752,0.067003
S034059:0,1,0,9.0,0.0,6.32072072072,0.0,0,0.0,0,0.0,0,0.0,0,0,0.071669,0.040282,0.071669,0.033538
S070599:1,7,189.0,236.142857143,70.0865354328,8.47346391977,0.0416884901467,0.0,0.0,1.0,2.42857142857,3.0,9.28571428571,0.185748,0.142125,0.85935,0.299408,0.816705,0.289924
S048754:2,8,65.0,235.375,116.227081074,7.68161995919,0.035970109019,0.0,0.0,0.5,0.875,0.5,8.375,0.195913,0.205881,0.759897,0.420652,0.690344,0.415525
S043764:1,7,45.0,10.2857142857,7.40104791256,9.00328002611,0.0507475122441,0.0,0.0,0.0,0.142857142857,0.0,0.714285714286,0.288866,0.168214,0.398936,0.113806,0.398912,0.113806
S050234:2,8,372.0,310.625,40.7582430313,0.00178587164048,0.00564742199261,0.0,0.0,2.5,2.625,14.0,17.875,0.288852,0.21956,0.516646,0.361032,0.335272,0.331854
S075660:2,7,59.0,62.7142857143,45.5810558572,2.69210110585,0.0521666795299,44.5,4111.0,0.5,0.857142857143,0.5,0.714285714286,0.262991,0.25481,0.367136,0.334925,0.367136,0.275502
S063770:1,5,107.0,115.6,117.907760559,6.5,0,0.0,205.4,0.0,0.6,0.0,2.6,0.042368,0.024483,2.556953,0.77831,2.556953,0.744544
S061627:2,8,508.0,289.125,98.3659462162,6.5,0,0.0,0.0,0.5,1.25,14.0,11.25,0.757779,0.317864,0.799296,0.404499,0.502456,0.36106
S050233:2,8,152.5,193.75,86.488077213,0.0,0.0,0.0,2721.875,0.5,1.75,5.5,5.875,0.31492,0.125112,0.404529,0.272896,0.307953,0.21746
S063352:0,2,0,18.5,13.5,6.5,0,0,7085.5,0,0.5,0,0.5,0,0,0.196056,0.13876,0.122288,0.115558
S025873:2,8,100.5,220.25,21.9074758929,8.06908957618,0.0743974115756,0.0,4665.875,0.0,0.75,2.0,10.75,0.21764,0.187667,0.490865,0.225307,0.380321,0.220482
S087986:2,8,135.0,215.625,67.3033013678,8.0,0.0,5140.0,953.125,1.0,1.25,4.0,11.0,0.13006,0.09419,0.290052,0.222761,0.2386,0.180062
S065097:2,8,241.0,216.875,23.1648305627,7.31097658596,0.0355254282042,7089.5,2075.75,1.5,2.25,7.0,16.125,0.365372,0.283679,0.33758,0.282288,0.29544,0.220156
S046615:1,3,17.0,24.6666666667,17.7826382245,0.0,0.0,0.0,3940.66666667,0.0,0.666666666667,2.0,1.0,0.041227,0.131901,0.082495,0.151361,0.058768,0.129344
S061404:0,3,0,192.333333333,20.7257220756,6.5,0,0,0.0,0,0.666666666667,0,14.3333333333,0,0,0.346189,0.304561,0.295636,0.25772
S060949:2,8,134.0,160.375,70.6858145246,0.0023702556158,0.00711076684741,9751.5,4352.875,1.5,5.625,10.0,15.875,0.33133,0.25666,0.29696,0.210789,0.29696,0.207048
S047271:1,6,43.0,17.1666666667,9.85590629465,5.07710021322,0.037730450681,0.0,0.0,0.0,0.0,1.0,0.333333333333,0.319523,0.135609,0.179657,0.022779,0.179545,0.020834
